"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"google", "web", 0.7927, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "doctors", 0.9933, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "online", 0.4503, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Ann Brenoff:  How I Spy On My Kids Online", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig"
"google", "profile", 0.3790, "undirected", "Facebook users risk identity theft - RT", "Facebook users risk identity theft, says famous ex-conman - CBS 21", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'"
"google", "public", 0.7627, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "photo", 0.9487, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "qualifier", 0.6292, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Facebook users risk identity theft - RT", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "linkedin", 0.4938, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "date", 0.9440, "undirected", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Facebook users risk identity theft - RT", "Facebook users risk identity theft, says famous ex-conman - CBS 21", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"google", "login", 0.8973, "undirected", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)"
"google", "connection", 0.9089, "undirected", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Facebook users risk identity theft - RT", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "measurements", 0.9739, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "health", 0.9847, "undirected", "Michael Gregg:  Why Your Medical Records Are No Longer Safe", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Federal stats: Identity theft of medical records on rise - Newsday (subscription)", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"google", "amazon", 0.8280, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "birth", 0.9707, "undirected", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "5-year-olds victims of identity theft - The Hill (blog)", "Facebook users risk identity theft, says famous ex-conman - CBS 21", "Facebook users risk identity theft - RT", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"google", "media", 0.8508, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "medical", 0.9806, "undirected", "Michael Gregg:  Why Your Medical Records Are No Longer Safe", "Representative's wife's files identity theft report - WCYB", "Federal stats: Identity theft of medical records on rise - Newsday (subscription)", "Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com", "Hospital Identity Theft Found at Some South Florida Hospitals - NBC 6 South Florida"
"google", "group", 0.9211, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", " Bank Card Skimmers Steal Millions"
"google", "settings", 0.9485, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "level", 0.9973, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Facebook users risk identity theft - RT", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "college", 0.9255, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "mothers", 0.9794, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Reality Check: Identity Theft Happens to the Best of Us - BU Quad", "Facebook users risk identity theft - RT"
"google", "sign", 0.8439, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft - RT"
"google", "name", 0.9501, "undirected", "Jeanne Kelly:  Beware of This Common Creditor Error", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com"
"google", "pay", 0.8902, "undirected", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Facebook users risk identity theft - RT", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "site", 0.9860, "undirected", "Three arrested for identity theft profiling - Lodi News-Sentinel", "Identity theft is taxing problem - Post-Bulletin", "Elkton woman charged with identity theft, police seek other victims - Cecil Whig", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"google", "business", 0.9758, "undirected", "Northeastern Junior College's Business Day provides tips on preventing ... - Journal-Advocate", "Kniss says she was victim of identity theft - Palo Alto Online", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "corporation", 0.9434, "undirected", "Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"google", "user", 0.5308, "undirected", "Facebook users risk identity theft - RT", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Facebook users risk identity theft, says famous ex-conman - CBS 21", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)"
"google", "accounts", 0.9559, "undirected", "Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
