"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"histori","store","0.8394","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime"," Identity Thieves Just Love Apple","Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com"
"histori","account","0.9811","undirected","Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)","LSO Investigating Two Cases of Identity Theft - 1011now","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com","Sturgis residents victims of identity theft - Rapid City Journal"
"histori","locat","0.9015","undirected","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com","Identity theft brings 5-year term for Everett man - HeraldNet","Authorities searching for man accused of identity theft and fraud - KTBS","Identity theft victim struggles to renew his license - WALB-TV"
"histori","devic","0.9255","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","The two Miami police officers were arrested Thursday - NBC 6 South Florida","Ex-student admits guilt in ID theft case - U-T San Diego","NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com"
"histori","shop","0.4751","undirected","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft","Identity theft brings 5-year term for Everett man - HeraldNet","How to prevent identity theft - CBS News","Action Line: Minimize the risk of identity theft - Bakersfield Californian"
"histori","email","0.9569","undirected","Avoiding identity theft-related tax refund fraud - Plain Dealer","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","How to Defend Against Identity Theft This Tax Season - CNBC.com","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook"
"histori","parent","0.8547","undirected","Ann Brenoff:  How I Spy On My Kids Online","VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press","Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"histori","network","0.9237","undirected","VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Rudy Giuliani Now An Identity Theft Protection Pitchman - Gothamist","Identity theft brings 5-year term for Everett man - HeraldNet","Industry leader in identity theft protection recently falls short - KTVU San Francisco"
"histori","servic","0.9715","undirected","VyStar Credit Union Expands Partnership with IDentity Theft 911 to Offer ... - PR Web (press release)","Adam Levin:  Consumer Reports Got It Dangerously Wrong on Identity Theft","Free ways to protect against identity theft - CNET","Rudy Giuliani Now An Identity Theft Protection Pitchman - Gothamist","LSC-Kingwood to host identity theft presentations - Your Houston News"
"histori","android","0.9373","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Identity theft brings 5-year term for Everett man - HeraldNet","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)"
"histori","mortgag","0.9791","undirected","Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer"," Here's Where You're Most Likely To Get Scammed"," U.S. Busts Massive Fake ID Scheme","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - "
"histori","equifax","0.9488","undirected","Identity theft brings 5-year term for Everett man - HeraldNet","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","New report shows identity theft is on the rise - KGET 17","Protecting Yourself from Identity Theft - KTVO","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft"
"histori","twitter","0.9917","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Avoiding identity theft-related tax refund fraud - Plain Dealer"
"histori","bureau","0.9618","undirected","Jason Alderman:  Fixing Errors on Your Credit Report","Frauding the cradle: Identity theft a growing problem for children - Chattanooga Times Free Press","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press","Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless"
"histori","sourc","0.8957","undirected","Protecting Yourself from Identity Theft - KTVO","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Identity theft brings 5-year term for Everett man - HeraldNet","ID theft jolts Hatch residents - Las Cruces Sun-News","Free ways to protect against identity theft - CNET"
"histori","comput","0.9483","undirected"," Identity Thieves Just Love Apple","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","How to Defend Against Identity Theft This Tax Season - CNBC.com","Former bank worker faces computer, ID theft charges - Fairfield Citizen","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"histori","internet","0.9881","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)"
"histori","credit","0.9453","undirected","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","Jason Alderman:  Fixing Errors on Your Credit Report","Jeanne Kelly:  Beware of This Common Creditor Error","Jeanne Kelly:  'Spring Forward' to Protect Your Identity","New report shows identity theft is on the rise - KGET 17"
"histori","employ","0.9830","undirected","Jason Alderman:  Fixing Errors on Your Credit Report","Identity theft brings 5-year term for Everett man - HeraldNet","Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone","New report shows identity theft is on the rise - KGET 17","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft"
"histori","student","0.7511","undirected","Ex-student admits guilt in ID theft case - U-T San Diego","LSC-Kingwood to host identity theft presentations - Your Houston News","Protecting yourself against fast growing crime of identity theft - WATE-TV","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime","Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist"
"histori","password","0.9228","undirected","Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Editorial: Countering ID theft requires better awareness campaigns - Engadget"
"id","w2","0.9595","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","Action Line: Tax identity theft protection takes effort - Tulsa World","ID theft in LA jumps 37% - WWL First News","Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters","Identity theft and the IRS, or, Who got my refund? - Reuters"
"id","oper","0.9784","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters","Identity theft and the IRS, or, Who got my refund? - Reuters","ID theft in LA jumps 37% - WWL First News","Action Line: Tax identity theft protection takes effort - Tulsa World"
"id","term","0.5685","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","Action Line: Tax identity theft protection takes effort - Tulsa World","ID theft in LA jumps 37% - WWL First News","FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)","Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters"
"id","displai","0.9001","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters","Identity theft and the IRS, or, Who got my refund? - Reuters","Action Line: Tax identity theft protection takes effort - Tulsa World","ID theft in LA jumps 37% - WWL First News"
"id","residenti","0.9950","undirected","Mahwah Crime Trends: Drugs, Identity Theft 'Biggest Concerns' - Patch.com","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","ID theft in LA jumps 37% - WWL First News","Police arrest man for forgery, identity theft for cashing stolen checks - CBS 21","Action Line: Tax identity theft protection takes effort - Tulsa World"
"id","number","0.9274","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","ID theft in LA jumps 37% - WWL First News","Action Line: Tax identity theft protection takes effort - Tulsa World","CPD notes increase in ID theft - Your Houston News","Incidents of tax-related ID theft appear to be dropping - Sun-Sentinel"
"id","price","0.9984","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","Action Line: Tax identity theft protection takes effort - Tulsa World","ID theft in LA jumps 37% - WWL First News","Stern Advice-Identity theft and the IRS, or, Who got my refund? - Reuters","Identity theft and the IRS, or, Who got my refund? - Reuters"
"id","prescript","0.9661","undirected","Man Accused of Committing ID Theft to Purchase Painkillers - Patch.com","Man Accused of Committing ID Theft to Purchase Painkillers - Patch.com","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","Action Line: Tax identity theft protection takes effort - Tulsa World","ID theft in LA jumps 37% - WWL First News"
"id","telephon","0.9546","undirected","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","FTC: Georgia No. 2 in fraud, ID theft complaints - Atlanta Journal Constitution (blog)","Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette","Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)","Tax refund fraud cases drive up ID theft complaints in 2012: Plain Dealing - Plain Dealer"
